# receptors_by_type.csv -- postsynaptic response class per (MaleCNS v1.0 type, transmitter), built by
# scripts/build_receptor_table.py from flyverse/data/expression_{ozel2021,davis2020,central,kurmangaliyev2020}.csv and the
# matching type maps (Özel 2021 GSE142787; Davis 2020 GSE116969 CC BY 4.0; Davie 2018 GSE107451; Fly Cell Atlas 2022 head;
# Kurmangaliyev 2020 GSE156455, pupal 96 h APF). Full rules and coverage: docs/audits/receptor_rules.md.
# Receptor groups: acetylcholine fast + nAChR alpha1-7/beta1-3, slow + mAChR-A (Gq) / slow - mAChR-B (Gi); gaba fast - Rdl/Lcch3/Grd,
# slow - GABA-B-R1/2/3; glutamate fast - GluClalpha, fast + KaiR1D/GluRIA/GluRIB/Nmdar1+Nmdar2, slow - mGluR; histamine fast -
# HisCl1/ort; dopamine slow + Dop1R1/Dop1R2/DopEcR, slow - Dop2R; octopamine slow + Oamb/Octbeta1-3R, slow - Octalpha2R;
# serotonin slow + 5-HT2A/2B/7, slow - 5-HT1A/1B. Group present = any member gene on (NMDA needs both Nmdar1 and Nmdar2);
# group level = sum of the on-members' levels (TPM; expm1 of the log-mean for the 10x sources); gain class = none if absent,
# else tertile (low/mid/high) of the group level among the source's neuronal profiles where the group is present (quantiles
# within source, NOT linear expression). *_pos_lead / *_neg_lead = the on-member with the largest level.
# fast_sign / slow_sign: +1 / -1 / 0 = none. *_pos_class / *_neg_class: classes of the + and - groups; *_net: sign of the
# larger class, 'mixed' if equal (then *_sign keeps the NT_SIGN prior for fast, 0 for slow), 'none' if both absent;
# *_gain_class: class of the winning group. *_abs columns: the same under the absolute rule (larger summed level, 2-fold
# margin, else mixed). fast_*_nonmda: the class rule with the glutamate fast + group restricted to KaiR1D/GluRIA/GluRIB
# (Nmdar2 is 102-1,073 TPM with P(on) = 1 in every non-photoreceptor neuronal QC-pass Davis row); identical to the plain
# columns for the other transmitters. KaiR1D = CG3822 in every source.
# tier / source / source_name / qc: the profile deciding the row. Candidates: the best row per source (best tier, QC pass
# first, then the row pooling the fewest types, then name), ranked davis2020 > ozel2021 > kurmangaliyev2020 > fca2022 >
# davie2018 at equal tier / QC; the best-ranked is the primary (primary_source / primary_tier). Selection rule (round 2):
# the primary decides unless its fast group for the transmitter is 'none' and another source has it on -- a single-
# nucleus (fca2022 / davie2018) 'none' is replaced by the best whole-cell (davis2020 / ozel2021 / kurmangaliyev2020)
# profile with the group on (fast_selection = group_on_override:<source>); any other such disagreement keeps the primary
# but falls back to NT_SIGN: fast_net = none_contested, fast_sign = the prior, fast_gain_class = none (factor 1); a
# 'none' carried by a single source falls back the same way (fast_net = none_single_source). A silencing (fast_sign 0)
# therefore needs every source profiling the type to agree and at least two of them. fast_selection_nonmda /
# source_nonmda: the same for the nonmda variant (selected separately). n_sources: candidate sources for the type.
# pool_mixed: the profile is a pooled cluster whose member types carry mixed model transmitter labels (a class prior, not
# a per-type measurement); alt_sources: the other candidates' net calls. Rows '<nt=...>' are the Davis 2020 ChAT / Gad1 /
# VGlut whole-class baselines (tier class), used only with edge_lookup(nt_class_fallback=True).
malecns_type,transmitter,fast_sign,fast_gain_class,fast_pos_class,fast_neg_class,fast_net,fast_pos_lead,fast_neg_lead,fast_sign_abs,fast_gain_class_abs,fast_net_abs,fast_sign_nonmda,fast_gain_class_nonmda,fast_pos_class_nonmda,fast_net_nonmda,fast_pos_lead_nonmda,slow_sign,slow_gain_class,slow_pos_class,slow_neg_class,slow_net,slow_pos_lead,slow_neg_lead,slow_sign_abs,slow_gain_class_abs,slow_net_abs,tier,source,source_name,qc,pool_mixed,fast_selection,fast_selection_nonmda,source_nonmda,primary_source,primary_tier,n_sources,n_cells,superclass,in_syn_W,receptor_groups,fast_pos_val,fast_neg_val,slow_pos_val,slow_neg_val,alt_sources
M_lvPNm24,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,6683,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm24,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,6683,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm24,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,6683,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm24,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,6683,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm24,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,6683,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm24,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,6683,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm24,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,6683,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm25,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,3013,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm25,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,3013,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm25,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,3013,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm25,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3013,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm25,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3013,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm25,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3013,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm25,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3013,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm26,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,3824,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm26,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,3824,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm26,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,4,cb_intrinsic,3824,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm26,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3824,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm26,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3824,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm26,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3824,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm26,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,4,cb_intrinsic,3824,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm27,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,1,cb_intrinsic,396,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm27,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,1,cb_intrinsic,396,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm27,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,1,cb_intrinsic,396,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm27,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,1,cb_intrinsic,396,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm27,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,1,cb_intrinsic,396,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm27,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,1,cb_intrinsic,396,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm27,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,1,cb_intrinsic,396,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm28,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,739,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm28,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,739,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm28,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,739,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm28,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,739,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm28,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,739,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm28,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,739,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm28,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,739,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm29,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,917,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm29,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,917,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm29,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,917,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm29,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,917,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm29,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,917,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm29,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,917,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm29,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,917,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm30,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,901,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm30,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,901,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm30,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,901,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm30,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,901,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm30,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,901,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm30,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,901,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm30,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,901,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm31,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,500,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm31,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,500,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm31,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,500,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm31,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,500,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm31,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,500,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm31,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,500,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm31,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,500,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm32,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,682,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm32,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,682,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm32,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,2,cb_intrinsic,682,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm32,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,682,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm32,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,682,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
M_lvPNm32,octopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,682,Oamb/Octbeta:off;Octalpha2R:off,0.0,0.0,0.0,0.0,
M_lvPNm32,serotonin,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,low,low,none,+1,5-HT7,,1,low,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,2,cb_intrinsic,682,5-HT2/7:low;5-HT1:off,0.0,0.0,0.781,0.0,
M_lvPNm33,acetylcholine,1,mid,mid,none,+1,nAChRbeta1,,1,mid,+1,1,mid,mid,+1,nAChRbeta1,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,5,cb_intrinsic,2011,nAChR:mid;mAChR-A:off;mAChR-B:off,79.338,0.0,0.0,0.0,
M_lvPNm33,gaba,-1,high,none,high,-1,,Rdl,-1,high,-1,-1,high,none,-1,,-1,high,none,high,-1,,GABA-B-R1,-1,high,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,5,cb_intrinsic,2011,GABA-A:high;GABA-B:high,0.0,61.301,0.0,5.733,
M_lvPNm33,glutamate,1,mid,mid,low,+1,GluRIB,GluClalpha,-1,mid,mixed,1,mid,mid,+1,GluRIB,-1,low,none,low,-1,,mGluR,-1,low,-1,class,fca2022,antennal lobe projection neuron,pass,True,primary,primary,fca2022,fca2022,class,1,5,cb_intrinsic,2011,GluCl:low;iGluR:mid;mGluR:low,3.402,2.197,0.0,0.72,
M_lvPNm33,histamine,-1,none,none,none,none_single_source,,,-1,none,none_single_source,-1,none,none,none_single_source,,0,none,none,none,none,,,0,none,none,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,5,cb_intrinsic,2011,HisCl:off,0.0,0.0,0.0,0.0,
M_lvPNm33,dopamine,0,none,none,none,none_single_source,,,0,none,none_single_source,0,none,none,none_single_source,,1,high,high,low,+1,DopEcR,Dop2R,1,high,+1,class,fca2022,antennal lobe projection neuron,pass,True,none_single_source,none_single_source,fca2022,fca2022,class,1,5,cb_intrinsic,2011,Dop1R/DopEcR:high;Dop2R:low,0.0,0.0,5.975,0.725,
