# nt_by_type_transcriptome.csv -- transmitter identity per MaleCNS v1.0 type from synthesis / transport genes, built by
# scripts/build_receptor_table.py from the per-source tables in flyverse/data/ (Özel 2021 GSE142787; Davis 2020 GSE116969;
# Davie 2018 GSE107451; Fly Cell Atlas 2022 head; Nern 2025 Sup. Table 1) and cache/neurons.parquet. Rules and thresholds:
# docs/audits/receptor_rules.md section 2; disagreements: docs/audits/receptor_nt_disagreements.md.
# nt_transcriptome: acetylcholine = ChAT|VAChT on; gaba = Gad1 on (VGAT unused: 60-586 TPM with P(on) = 1 in every non-photoreceptor
# neuronal QC-pass Davis row); glutamate = VGlut;
# histamine = Hdc; dopamine = ple&DAT; octopamine = Tdc2&Tbh; serotonin = Trh&SerT ('on' = source mixture-model P(on) >= 0.5
# [ozel2021], P(on) >= 0.5 & TPM >= 10 [davis2020], fraction of cells >= 0.2 [davie2018 / fca2022 / kurmangaliyev2020 96 h APF]);
# primary = highest classical
# marker level (expm1-linearised for the 10x sources), monoamines only when no classical marker is on; majority over sources
# (circular NT-class selections excluded; mixed pools never outvote per-type rows); none = no marker on.
# confidence: high = exact/alias tier and >= 2 sources agree; medium = exact/alias single source or >= 2 fuzzy/class; low = single
# fuzzy/class, suboptimal driver, mixed pool (pool_mixed: member types' majority model label < 90 % of pool cells; pool_labels
# lists them), weak marker (marker_rank < 0.25 = quantile of the marker level among the source's on-profiles) or disagreement.
# malecns_consensus = mode of the model nt over the type's cells (share given); nern2025_prediction = Nern 2025; agreement = joint
# flag; out_syn_raw = uncapped raw output synapses on the node set (-1 if the raw weights were unavailable); out_syn_W = |W|
# (sign-0 cells contribute 0).
malecns_type,n_cells,superclass,out_syn_W,out_syn_raw,nt_transcriptome,nt_secondary,co_monoamine,confidence,tier,source,source_name,qc,marker_rank,pool_mixed,pool_labels,sources_agreeing,sources_disagreeing,n_sources,malecns_consensus,malecns_consensus_share,n_unknown_cells,nern2025_prediction,nern2025_validated,agree_model,agree_nern,agreement,model_sign,transcriptome_sign,marker_scores
KCg-d,206,cb_intrinsic,134555,134555,acetylcholine,,,high,alias,davis2020,KC_gd,pass,0.524,False,,davie2018;davis2020;fca2022,,3,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=639*;gaba=34.3;glutamate=50.4;histamine=7.82;dopamine=4.91;octopamine=9.63;serotonin=0.62
KCg-m,1342,cb_intrinsic,862402,862402,acetylcholine,,,medium,fuzzy,fca2022,gamma Kenyon cell,pass,0.763,False,acetylcholine:1557,davie2018;fca2022,,2,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.06*;gaba=0.0918;glutamate=0.0554;histamine=0.00793;dopamine=0.027;octopamine=0.00331;serotonin=0.0017
KCg-s1,2,cb_intrinsic,5271,5271,acetylcholine,,,medium,fuzzy,fca2022,gamma Kenyon cell,pass,0.763,False,acetylcholine:1557,davie2018;fca2022,,2,acetylcholine,1.0,0,unclear,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.06*;gaba=0.0918;glutamate=0.0554;histamine=0.00793;dopamine=0.027;octopamine=0.00331;serotonin=0.0017
KCg-s2,2,cb_intrinsic,3789,3789,acetylcholine,,,medium,fuzzy,fca2022,gamma Kenyon cell,pass,0.763,False,acetylcholine:1557,davie2018;fca2022,,2,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.06*;gaba=0.0918;glutamate=0.0554;histamine=0.00793;dopamine=0.027;octopamine=0.00331;serotonin=0.0017
KCg-s3,2,cb_intrinsic,2015,2015,acetylcholine,,,medium,fuzzy,fca2022,gamma Kenyon cell,pass,0.763,False,acetylcholine:1557,davie2018;fca2022,,2,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.06*;gaba=0.0918;glutamate=0.0554;histamine=0.00793;dopamine=0.027;octopamine=0.00331;serotonin=0.0017
KCg-s4,2,cb_intrinsic,1395,1395,acetylcholine,,,medium,fuzzy,fca2022,gamma Kenyon cell,pass,0.763,False,acetylcholine:1557,davie2018;fca2022,,2,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.06*;gaba=0.0918;glutamate=0.0554;histamine=0.00793;dopamine=0.027;octopamine=0.00331;serotonin=0.0017
L1,1776,ol_intrinsic,589071,589071,glutamate,,,high,exact,davis2020,L1,pass,0.944,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,glutamate,1.0,0,glutamate,glutamate,True,True,all_agree,-1,-1,acetylcholine=17.4;gaba=7.85;glutamate=2.3e+03*;histamine=3.95;dopamine=1.28;octopamine=5.26;serotonin=1
L2,1779,ol_intrinsic,1249022,1249022,acetylcholine,,,high,exact,davis2020,L2,pass,0.921,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=1.3e+03*;gaba=2.74;glutamate=6.63;histamine=0.94;dopamine=0.69;octopamine=2.91;serotonin=0.38
L3,1772,ol_intrinsic,655375,655375,acetylcholine,,,high,exact,davis2020,L3,pass,0.476,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=590*;gaba=2.82;glutamate=8.42;histamine=0.76;dopamine=1.38;octopamine=1.38;serotonin=0.29
L4,1769,ol_intrinsic,304873,304873,acetylcholine,,,high,exact,davis2020,L4,pass,0.349,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=457*;gaba=9.66;glutamate=2.88;histamine=1.76;dopamine=1.55;octopamine=3.51;serotonin=1
L5,1787,ol_intrinsic,977136,977136,acetylcholine,,,high,exact,davis2020,L5,pass,0.984,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=1.54e+03*;gaba=9.92;glutamate=6.16;histamine=1.22;dopamine=1.23;octopamine=4.29;serotonin=0.46
LC10_unclear,11,visual_projection,3207,3207,acetylcholine,,,low,fuzzy,fca2022,lobula columnar neuron LC10,pass,0.632,False,acetylcholine:960,fca2022,,1,acetylcholine,1.0,0,acetylcholine,,True,True,all_agree,1,1,acetylcholine=2.7*;gaba=0.111;glutamate=0.0631;histamine=0;dopamine=0;octopamine=0;serotonin=0
LC10a,275,visual_projection,274834,274834,acetylcholine,,octopamine,high,exact,davis2020,LC10a,pass,0.714,False,,davis2020;fca2022;kurmangaliyev2020;ozel2021,,4,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=923*;gaba=5.92;glutamate=6.83;histamine=0.93;dopamine=3.01;octopamine=13.9*;serotonin=1.03
LC10b,95,visual_projection,36898,36898,acetylcholine,,,high,exact,davis2020,LC10b,pass,0.556,False,,davis2020;fca2022;kurmangaliyev2020;ozel2021,,4,acetylcholine,1.0,0,acetylcholine,,True,True,all_agree,1,1,acetylcholine=645*;gaba=12;glutamate=19.1;histamine=1.11;dopamine=2.46;octopamine=17;serotonin=1.17
LC10c-1,130,visual_projection,82342,82342,acetylcholine,,,medium,fuzzy,ozel2021,93 (likely LC10c),pass,0.833,False,acetylcholine:255,davis2020;fca2022;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,,True,True,all_agree,1,1,acetylcholine=9.59*;gaba=2.1;glutamate=3.82;histamine=0;dopamine=0;octopamine=0.0227;serotonin=0
LC10c-2,125,visual_projection,88719,88719,acetylcholine,,,medium,fuzzy,ozel2021,93 (likely LC10c),pass,0.833,False,acetylcholine:255,davis2020;fca2022;ozel2021,,3,acetylcholine,1.0,0,unclear,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=9.59*;gaba=2.1;glutamate=3.82;histamine=0;dopamine=0;octopamine=0.0227;serotonin=0
LC10d,214,visual_projection,177536,177536,acetylcholine,,,high,exact,ozel2021,LC10d,pass,0.262,False,,davis2020;fca2022;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=4.03*;gaba=1.78;glutamate=2.87;histamine=0;dopamine=0;octopamine=0;serotonin=0
LC10e,110,visual_projection,31129,31129,acetylcholine,,,low,fuzzy,fca2022,lobula columnar neuron LC10,pass,0.632,False,acetylcholine:960,fca2022,,1,acetylcholine,1.0,0,acetylcholine,,True,True,all_agree,1,1,acetylcholine=2.7*;gaba=0.111;glutamate=0.0631;histamine=0;dopamine=0;octopamine=0;serotonin=0
LC12,498,visual_projection,454462,454462,acetylcholine,,,high,exact,fca2022,lobula columnar neuron LC12,pass,0.605,False,,fca2022;ozel2021,,2,acetylcholine,1.0,0,unclear,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.59*;gaba=0.209;glutamate=0.221;histamine=0;dopamine=0;octopamine=0;serotonin=0
LC14a-1,30,ol_intrinsic,71729,71729,acetylcholine,,,low,fuzzy,davie2018,DCN,pass,0.608,False,acetylcholine:88,davie2018,ozel2021:glutamate,2,acetylcholine,1.0,0,acetylcholine,,True,True,all_agree,1,1,acetylcholine=8.58*;gaba=0.114;glutamate=0.471*;histamine=0;dopamine=0;octopamine=0.00602;serotonin=0
LC14a-2,15,ol_intrinsic,23862,23862,acetylcholine,,,low,fuzzy,davie2018,DCN,pass,0.608,False,acetylcholine:88,davie2018,ozel2021:glutamate,2,acetylcholine,1.0,0,acetylcholine,,True,True,all_agree,1,1,acetylcholine=8.58*;gaba=0.114;glutamate=0.471*;histamine=0;dopamine=0;octopamine=0.00602;serotonin=0
LC14b,43,ol_intrinsic,80999,80999,acetylcholine,,,low,fuzzy,davie2018,DCN,pass,0.608,False,acetylcholine:88,davie2018,ozel2021:glutamate,2,acetylcholine,1.0,0,acetylcholine,,True,True,all_agree,1,1,acetylcholine=8.58*;gaba=0.114;glutamate=0.471*;histamine=0;dopamine=0;octopamine=0.00602;serotonin=0
LC16,182,visual_projection,116249,116249,acetylcholine,,,high,exact,davis2020,LC16,pass,0.46,False,,davis2020;ozel2021,,2,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=581*;gaba=7.71;glutamate=8.84;histamine=0.67;dopamine=0.34;octopamine=7.1;serotonin=0.1
LC17,353,visual_projection,482233,482233,acetylcholine,,,high,exact,fca2022,lobula columnar neuron LC17,pass,0.579,False,,fca2022;ozel2021,,2,acetylcholine,1.0,0,unclear,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=2.53*;gaba=0.112;glutamate=0.0591;histamine=0;dopamine=0.0148;octopamine=0.00702;serotonin=0
LC4,126,visual_projection,144613,144613,acetylcholine,,,high,exact,davis2020,LC4,pass,0.698,False,,davis2020;kurmangaliyev2020;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=920*;gaba=2.98;glutamate=14.3;histamine=1.07;dopamine=1.97;octopamine=5.41;serotonin=1.06
LC6,124,visual_projection,77898,77898,acetylcholine,,,high,exact,davis2020,LC6,pass,0.857,False,,davis2020;kurmangaliyev2020;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=1.09e+03*;gaba=25.8;glutamate=16.3;histamine=1.69;dopamine=0.81;octopamine=7.95;serotonin=0.46
LLPC1,285,visual_projection,172299,172299,acetylcholine,,octopamine,high,exact,davis2020,LLPC1,pass,0.635,False,,davis2020;kurmangaliyev2020;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=823*;gaba=9.33;glutamate=7.82;histamine=1.44;dopamine=1.31;octopamine=15.3*;serotonin=0.95
LNd_b,4,cb_intrinsic,7040,7040,glutamate,,,low,class,davie2018,Clock,pass,0.667,True,acetylcholine:28;glutamate:16;serotonin:8,davie2018,,1,acetylcholine,1.0,0,,,False,,pool_mixed_not_evaluable,1,-1,acetylcholine=2.01*;gaba=0.113;glutamate=6.6*;histamine=0;dopamine=0.0475;octopamine=0.00995;serotonin=0.00441
LNd_c,6,cb_intrinsic,6483,6483,glutamate,,,low,class,davie2018,Clock,pass,0.667,True,acetylcholine:28;glutamate:16;serotonin:8,davie2018,,1,acetylcholine,1.0,0,,,False,,pool_mixed_not_evaluable,1,-1,acetylcholine=2.01*;gaba=0.113;glutamate=6.6*;histamine=0;dopamine=0.0475;octopamine=0.00995;serotonin=0.00441
LPC1,224,visual_projection,119941,119941,acetylcholine,,,high,exact,davis2020,LPC1,pass,0.81,False,,davis2020;kurmangaliyev2020;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=1.03e+03*;gaba=19.6;glutamate=19;histamine=0.98;dopamine=1.01;octopamine=7.82;serotonin=0.17
LPLC1,134,visual_projection,133519,133519,acetylcholine,,octopamine,high,exact,davis2020,LPLC1,pass,0.778,False,,davis2020;kurmangaliyev2020;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=982*;gaba=16.8;glutamate=24.9;histamine=5.45;dopamine=5.52;octopamine=14.6*;serotonin=0.93
LPLC2,185,visual_projection,186652,186652,acetylcholine,,octopamine,high,exact,davis2020,LPLC2,pass,0.841,False,,davis2020;kurmangaliyev2020;ozel2021,,3,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=1.05e+03*;gaba=6.91;glutamate=11.2;histamine=2.78;dopamine=5.78;octopamine=18.6*;serotonin=0.87
LPN_a,4,cb_intrinsic,3251,3251,glutamate,,,low,class,davie2018,Clock,pass,0.667,True,acetylcholine:28;glutamate:16;serotonin:8,davie2018,,1,acetylcholine,1.0,0,,,False,,pool_mixed_not_evaluable,1,-1,acetylcholine=2.01*;gaba=0.113;glutamate=6.6*;histamine=0;dopamine=0.0475;octopamine=0.00995;serotonin=0.00441
LPN_b,2,cb_intrinsic,2643,2643,glutamate,,,low,class,davie2018,Clock,pass,0.667,True,acetylcholine:28;glutamate:16;serotonin:8,davie2018,,1,acetylcholine,1.0,0,,,False,,pool_mixed_not_evaluable,1,-1,acetylcholine=2.01*;gaba=0.113;glutamate=6.6*;histamine=0;dopamine=0.0475;octopamine=0.00995;serotonin=0.00441
LPi34,119,ol_intrinsic,69322,69322,glutamate,,,high,alias,davis2020,LPi-34,pass,0.889,False,,davis2020;kurmangaliyev2020,,2,glutamate,1.0,0,glutamate,glutamate,True,True,all_agree,-1,-1,acetylcholine=87.3;gaba=14.3;glutamate=1.81e+03*;histamine=1.06;dopamine=1.24;octopamine=13.9;serotonin=0.7
Lai,84,ol_intrinsic,9169,9169,glutamate,,,high,exact,davis2020,Lai,pass,0.611,False,,davis2020;fca2022;kurmangaliyev2020;ozel2021,,4,glutamate,1.0,0,glutamate,glutamate,True,True,all_agree,-1,-1,acetylcholine=37.8;gaba=14;glutamate=896*;histamine=5.56;dopamine=1.49;octopamine=15.2;serotonin=1.92
Lat1,8,visual_centrifugal,0,163,acetylcholine,glutamate+gaba,serotonin+dopamine+octopamine,low,fuzzy,davis2020,Lat,suboptimal_only,0.238,False,octopamine:8,davis2020,,1,unknown,1.0,8,unclear,,,,model_unknown_transcriptome_only,0,1,acetylcholine=202*;gaba=121*;glutamate=193*;histamine=76.3*;dopamine=43.9*;octopamine=40.4*;serotonin=47.7*
Lat2,4,visual_centrifugal,0,70,acetylcholine,glutamate+gaba,serotonin+dopamine+octopamine,low,fuzzy,davis2020,Lat,suboptimal_only,0.238,False,octopamine:8,davis2020,,1,unknown,1.0,4,unclear,,,,model_unknown_transcriptome_only,0,1,acetylcholine=202*;gaba=121*;glutamate=193*;histamine=76.3*;dopamine=43.9*;octopamine=40.4*;serotonin=47.7*
Lat3,8,ol_intrinsic,0,599,acetylcholine,glutamate+gaba,serotonin+dopamine+octopamine,low,fuzzy,davis2020,Lat,suboptimal_only,0.238,False,octopamine:8,davis2020,,1,octopamine,1.0,0,unclear,,False,,transcriptome_vs_model_nern_unclear,0,1,acetylcholine=202*;gaba=121*;glutamate=193*;histamine=76.3*;dopamine=43.9*;octopamine=40.4*;serotonin=47.7*
Lat4,2,ol_intrinsic,0,18,acetylcholine,glutamate+gaba,serotonin+dopamine+octopamine,low,fuzzy,davis2020,Lat,suboptimal_only,0.238,False,octopamine:8,davis2020,,1,unknown,1.0,2,unclear,,,,model_unknown_transcriptome_only,0,1,acetylcholine=202*;gaba=121*;glutamate=193*;histamine=76.3*;dopamine=43.9*;octopamine=40.4*;serotonin=47.7*
Lat5,2,visual_centrifugal,0,111,acetylcholine,glutamate+gaba,serotonin+dopamine+octopamine,low,fuzzy,davis2020,Lat,suboptimal_only,0.238,False,octopamine:8,davis2020,,1,unknown,1.0,2,unclear,,,,model_unknown_transcriptome_only,0,1,acetylcholine=202*;gaba=121*;glutamate=193*;histamine=76.3*;dopamine=43.9*;octopamine=40.4*;serotonin=47.7*
Lawf1,361,ol_intrinsic,40654,40654,acetylcholine,,octopamine,high,exact,davis2020,Lawf1,pass,0.333,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=443*;gaba=8.42;glutamate=9.4;histamine=2.89;dopamine=3.45;octopamine=12.2*;serotonin=24.1
Lawf2,383,ol_intrinsic,9619,9619,acetylcholine,,,high,exact,davis2020,Lawf2,pass,0.302,False,,davie2018;davis2020;fca2022;kurmangaliyev2020;ozel2021,,5,acetylcholine,1.0,0,acetylcholine,acetylcholine,True,True,all_agree,1,1,acetylcholine=352*;gaba=5.44;glutamate=10.8;histamine=6.53;dopamine=1.79;octopamine=7.53;serotonin=1.3
MBON01,2,cb_intrinsic,14730,14730,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON02,2,cb_intrinsic,6892,6892,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON03,2,cb_intrinsic,6187,6187,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON04,2,cb_intrinsic,11826,11826,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON05,2,cb_intrinsic,11286,11286,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON06,2,cb_intrinsic,7153,7153,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON07,4,cb_intrinsic,4727,4727,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,glutamate,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON09,4,cb_intrinsic,14313,14313,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON10,9,cb_intrinsic,4436,4436,gaba,,,low,alias,davis2020,MBON_bp1,suboptimal_only,0.741,False,,davis2020,davie2018:acetylcholine,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=199*;gaba=1.07e+03*;glutamate=83*;histamine=6.36;dopamine=5.18;octopamine=5.78;serotonin=0
MBON11,2,cb_intrinsic,10605,10605,gaba,,octopamine,low,alias,davis2020,MBON_g1pedc,suboptimal_only,0.704,False,,davis2020,davie2018:acetylcholine,2,gaba,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,-1,-1,acetylcholine=91.4*;gaba=741*;glutamate=51.9*;histamine=10.4*;dopamine=9.86;octopamine=12.7*;serotonin=0
MBON12,4,cb_intrinsic,19898,19898,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON13,2,cb_intrinsic,9049,9049,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON14,4,cb_intrinsic,6423,6423,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON15,4,cb_intrinsic,2610,2610,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON15-like,4,cb_intrinsic,3353,3353,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON16,2,cb_intrinsic,3024,3024,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON17,2,cb_intrinsic,2579,2579,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON17-like,2,cb_intrinsic,1976,1976,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON18,2,cb_intrinsic,5863,5863,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON19,4,cb_intrinsic,3554,3554,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON20,2,cb_intrinsic,13824,13824,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,gaba,1.0,0,,,False,,pool_mixed_not_evaluable,-1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON21,2,cb_intrinsic,6828,6828,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON22,2,cb_intrinsic,5022,5022,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON23,2,cb_intrinsic,2855,2855,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
MBON24,2,cb_intrinsic,3363,3363,acetylcholine,glutamate,,low,class,davie2018,MBON,pass,0.431,True,acetylcholine:50;glutamate:26;gaba:21,davie2018,,1,acetylcholine,1.0,0,,,True,,transcriptome_model_agree_nern_unclear,1,1,acetylcholine=3.09*;gaba=0.418;glutamate=1.86*;histamine=0;dopamine=0.0111;octopamine=0.0153;serotonin=0.00894
